,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.037932033626812016,0.018957238761051716,0.03427277000844809,-0.0020128714675313394,-0.003371857086985212,-0.0030360224022803624,0.023750803735003306,0.029129908663869736,-0.002973177375856099,0.013041333896617211,-0.007707863456316537,-0.005853671543984524,0.03190873003166793,0.0495955472282231,-0.006051260379897298,-0.01734581888496788,-0.0032159805015000847,0.007048122069141687,-0.00209449768680555,0.002542949140424648,0.09174783272975803,-0.0076666399115242366,0.026445624851358863,0.06417132311130254,-0.008339754427617418,0.018533874692960608,0.025904082312517188,0.08082210425878579,-0.0034622418360391203,0.007472980080175276,0.0
2,0.04291194949542969,0.012655485539870117,0.019566833662478685,0.0009962604271831301,-0.0020656433077008924,0.007215501979028282,0.03511671586705433,0.022368676468006474,-0.010288233916622843,0.009981785182708584,0.004395160794657598,-0.00229485820094323,0.04822678152897395,0.041938156103359193,-0.01652471480125831,-0.006478748192156466,0.0038835911711023545,0.003572144491102493,-0.011313778840661032,0.004587545124472608,0.08536641948061675,-0.005047916287200333,0.03735090779046286,0.05511520230077653,-0.009037899548250176,0.020385553216468164,0.034153806949258736,0.07408866547887767,1.5943640390707994e-05,0.003244798383528153,0.0
3,0.039477946098632685,0.014430173806592757,0.017387560714301597,0.004346615672312851,-0.008869551876147524,-0.006370375987729851,0.0278826131835952,0.034114524351070916,0.0004612269055059111,0.005037205409370618,0.00333140502851321,0.003070420511391508,0.028407171268907697,0.038664816805640066,-0.0021066937672155443,-0.010828465336818579,0.0007666379093861197,0.005110742948193083,-0.0032969029639654435,-0.006507794521181921,0.09537857153262852,0.006574794448667369,0.03703762537444832,0.053039184514130144,-0.012226347306454492,0.010403148601006964,0.034636340217506265,0.09016439799331696,-0.0005286564068476827,0.004534515300785138,0.0
4,0.04508432126710775,0.021284684859293246,0.03447551328748051,-0.0021641462546458244,-0.006663797370433054,0.003926815027233415,0.024511038723358917,0.025238621919728307,-0.0045791247343965075,0.0008952652865892482,-8.94496390098829e-05,0.008189007935345136,0.024919795606022713,0.049412283131631984,0.007074454521793152,-0.02115903399471584,-0.0037520135038825292,0.00894125341424788,0.00547192299068262,-0.003962697047602061,0.0920911434808798,-0.010092905003023782,0.0376556943911349,0.04692348164573128,-0.019235966948880936,0.01118178180365053,0.03858772222689626,0.08395404382598276,-0.00039933646273568416,0.00955873540500225,0.0
5,0.04441654943210164,0.025651694299342574,0.02021740571838792,0.0025287199073408804,0.004713664056622744,0.0035529670432958033,0.037380400935594735,0.025681687150024845,-0.004292636436748788,0.01133149504831738,0.008068258586457802,0.0029870399388511877,0.02654696487411525,0.03919726006610638,0.0004144155291405715,-0.005735348622190201,-0.002018396124430164,0.0021433412739502752,0.00722642075459942,-0.0007135508156540511,0.09346301392179704,0.0029004863173751,0.04093875538242848,0.047419203467231864,-0.019077706570495644,0.02268673535200004,0.02758442486623483,0.07433869314359129,0.004015959662684799,0.017754461644861812,0.0
6,0.04094664294000288,0.019312961193814156,0.027442054818198253,0.006238913109738506,-0.000651356772693571,0.0024882828048624476,0.03185968811570029,0.014716724767021355,0.0028578094368165957,0.009430588985997052,-0.008592706050205887,0.002607926405608924,0.029792834189598393,0.0491784155968508,-0.001572219122226091,-0.020861437449092236,-0.00314784983225983,0.0036585623358996074,0.007047714233039174,-0.0010806149772300893,0.08984029188242647,-0.0042552810751513275,0.0389384331880306,0.05213550465572696,-0.01157034796516354,0.00964807219801767,0.02320449720086635,0.07584042183306505,0.011435885638335084,0.004345979451101566,0.0
7,0.04502832628339776,0.02057339635072946,0.01935131670019562,0.003920004259685139,-0.010093981579201437,0.0012956407698791405,0.02588894803766443,0.02704101960431506,-0.0071833673408469145,0.017641277471204506,-0.002417610038757587,-0.004918134147563307,0.03316053769105902,0.04243246900077933,-0.010619719794186218,-0.02014462623554312,0.006150012286134397,0.00212864970832814,0.010996304384601875,0.000488976284562014,0.08540945017714083,-0.0038615958737017583,0.041889941658422,0.04636508471332742,-0.013209958960914281,0.022581854603886578,0.02816321110141362,0.07816346889438555,0.006251735848817325,0.006093069496366862,0.0
8,0.038419225789358184,0.023227822960825286,0.02165768940586491,0.000322956910716106,-0.011258506248887924,-0.0012344242411653596,0.031154168378269793,0.024067790185040905,0.009407998046460551,0.016422491743686936,0.0013820484934490248,-0.005394158826125691,0.02872483191975198,0.0469471488858984,-0.005491418708159613,-0.0099573924113474,0.0006954957140233324,-0.002784135496565081,0.002601264963751035,-0.003954360187554569,0.08710127960213628,-0.010897594135897007,0.03576974347752911,0.052799216471144536,-0.01026417568171952,0.030723429373310126,0.03048748394444916,0.08209016808497491,0.011754653662369129,0.014552542928103334,0.0
9,0.041613203805717265,0.03073407089838194,0.020790857964401714,-0.007800638800231654,-0.014282430278717069,0.009537174543323639,0.03128904113827759,0.03303285634108015,-0.002183389135094921,0.018036283528889266,-0.005586569423300094,4.721304773009419e-05,0.030729534023392947,0.05402485732102078,-0.005993058771526647,-0.020009037646432536,0.007330517805783266,0.011039542688096362,0.0013052785889498097,0.0015045729758842886,0.08551603023917238,-0.001544578304882313,0.03460234878100209,0.05296429256722083,-0.0055876186788901055,0.014780909168890364,0.014965107500443763,0.0725526652728671,0.013915165263341404,0.010701342673116336,0.0
