instance,i,j,HELIME_feature_agreement,HELIME_rank_agreement,HELIME_sign_agreement,HELIME_signed_rank_agreement,HELIME_cos_similarity_rank,HELIME_cos_similarity_weights,HELIME_euclidean_distance_weights,HELIME_manhattan_distance_weights
0.0,6.0,7.0,0.8,0.5,0.7,0.5,0.975369458128079,0.9997640669016145,0.005678173230985231,0.018254925870772522
0.0,6.0,8.0,0.9,0.8,0.9,0.8,0.993103448275862,0.999464697303808,0.010000082266906157,0.02119965760934536
0.0,6.0,9.0,0.9,0.5,0.9,0.5,0.9832512315270937,0.9991492023527545,0.010773158591252682,0.025317965680331234
0.0,7.0,8.0,0.8,0.6,0.7,0.5,0.968472906403941,0.9997534509525394,0.00724403085368612,0.01851992853272467
0.0,7.0,9.0,0.8,0.4,0.7,0.4,0.961576354679803,0.9986396253165707,0.013414392656372781,0.034252398260422444
0.0,8.0,9.0,1.0,0.5,1.0,0.5,0.9901477832512314,0.9982153980303992,0.015610959964147955,0.0336984551175541
1.0,0.0,1.0,0.9,0.5,0.8,0.4,0.9901477832512315,0.9985457401769872,0.010948700826189706,0.03289457039359745
1.0,0.0,2.0,0.8,0.8,0.8,0.8,0.9714285714285713,0.9988139150638591,0.008547504095834907,0.028325469622109627
1.0,0.0,3.0,0.8,0.6,0.8,0.6,0.9733990147783252,0.9994815913541337,0.007005551851910753,0.02168510207116418
1.0,0.0,4.0,0.8,0.6,0.8,0.6,0.975369458128079,0.9994395378233222,0.007100894008576504,0.023304373184077024
1.0,0.0,5.0,0.9,0.4,0.8,0.4,0.9802955665024631,0.9991011986910385,0.007938694221708203,0.02623853124948773
1.0,0.0,6.0,0.8,0.7,0.8,0.7,0.9645320197044335,0.9992524705572624,0.007108679536868721,0.020871907567489432
1.0,0.0,7.0,0.9,0.7,0.9,0.7,0.9822660098522169,0.9989366029907172,0.011774997720431713,0.030156679682390594
1.0,0.0,8.0,0.8,0.6,0.8,0.6,0.9684729064039409,0.9992745994678531,0.006759735873597881,0.021142036962567428
1.0,0.0,9.0,0.8,0.4,0.8,0.4,0.9645320197044336,0.9985479501759331,0.009469805921333539,0.02463227519186122
1.0,1.0,2.0,0.9,0.4,0.9,0.4,0.974384236453202,0.9984565459226691,0.011756172866405594,0.03231921484125034
1.0,1.0,3.0,0.8,0.6,0.8,0.6,0.9714285714285714,0.9991924082556689,0.007311467376694079,0.023911306921322328
1.0,1.0,4.0,0.8,0.6,0.8,0.6,0.9802955665024631,0.9989047846602804,0.008502340946917725,0.026195690249780315
1.0,1.0,5.0,0.9,0.9,0.9,0.9,0.9911330049261085,0.9993584185127602,0.006912449700580289,0.01976567032102414
1.0,1.0,6.0,0.9,0.3,0.9,0.3,0.9704433497536946,0.9989720848900927,0.008705678006686476,0.026070271920553098
1.0,1.0,7.0,0.9,0.7,0.8,0.6,0.987192118226601,0.9990230035904076,0.008584428369584573,0.026316132170665273
1.0,1.0,8.0,0.9,0.3,0.9,0.3,0.9763546798029556,0.9990937170744114,0.008673005933384662,0.023820079953712
1.0,1.0,9.0,0.8,0.5,0.8,0.5,0.967487684729064,0.9976275344533356,0.013896613509838071,0.041890003370188805
1.0,2.0,3.0,0.8,0.6,0.8,0.6,0.9832512315270936,0.9987741650353518,0.010159624678213944,0.03016510919186969
1.0,2.0,4.0,0.8,0.6,0.8,0.6,0.9802955665024631,0.9986941529674578,0.010320191853517693,0.029748399525554924
1.0,2.0,5.0,0.9,0.4,0.9,0.4,0.9773399014778326,0.9986095502726938,0.010015801249810665,0.029260767622035947
1.0,2.0,6.0,0.9,0.7,0.9,0.7,0.9950738916256158,0.9987133192392672,0.00945005786670096,0.028859239634996012
1.0,2.0,7.0,0.8,0.6,0.8,0.6,0.9753694581280788,0.9976693684567757,0.015456157542547823,0.035216291495737614
1.0,2.0,8.0,0.9,0.7,0.9,0.7,0.9911330049261083,0.9989212175197365,0.008408868319337091,0.022309365783452995
1.0,2.0,9.0,0.9,0.4,0.9,0.4,0.9891625615763546,0.9976809060291884,0.011802636319159539,0.02986168647411791
1.0,3.0,4.0,1.0,1.0,1.0,1.0,0.9970443349753696,0.9998284068374581,0.003311081946808281,0.010006418040312066
1.0,3.0,5.0,0.8,0.6,0.8,0.6,0.9714285714285715,0.9995977310288292,0.005229477542927732,0.017049667349251785
1.0,3.0,6.0,0.9,0.5,0.9,0.5,0.9773399014778326,0.9992966603392371,0.006951121299099367,0.020026821503281212
1.0,3.0,7.0,0.9,0.8,0.8,0.8,0.9921182266009854,0.9991315460678317,0.008683028027680366,0.01964723295254944
1.0,3.0,8.0,0.9,0.5,0.8,0.5,0.9783251231527095,0.9993308187447764,0.007134615262712606,0.022984546913018343
1.0,3.0,9.0,0.9,0.3,0.8,0.3,0.9891625615763548,0.9988952932632083,0.009918935574821404,0.02832568610767037
1.0,4.0,5.0,0.8,0.6,0.8,0.6,0.9773399014778327,0.9992044400254199,0.007197527845648529,0.020460566143513475
1.0,4.0,6.0,0.9,0.5,0.9,0.5,0.9773399014778326,0.9993747484315475,0.00653947548430442,0.02126644474476688
1.0,4.0,7.0,0.9,0.8,0.8,0.8,0.9970443349753696,0.999166978045829,0.008625336630506637,0.02096817526536091
1.0,4.0,8.0,0.9,0.5,0.8,0.5,0.9783251231527095,0.9993587459465185,0.006943545779193087,0.021875636541222404
1.0,4.0,9.0,0.9,0.3,0.8,0.3,0.9832512315270937,0.9988334568210192,0.010023441664168848,0.029720537501797827
1.0,5.0,6.0,0.9,0.3,0.9,0.3,0.9714285714285714,0.9989120851841288,0.008276207160274055,0.02423533361781775
1.0,5.0,7.0,0.8,0.6,0.8,0.6,0.9773399014778326,0.999215502081732,0.0091226983780177,0.025673427253929574
1.0,5.0,8.0,0.9,0.3,0.9,0.3,0.9852216748768473,0.9993898217975937,0.006371900954448717,0.01857958878585498
1.0,5.0,9.0,0.8,0.5,0.8,0.5,0.9704433497536946,0.9990036842635526,0.008835278229279452,0.027101678748432466
1.0,6.0,7.0,0.8,0.5,0.8,0.5,0.9704433497536946,0.9988999789170638,0.010526525481063437,0.03164264326733341
1.0,6.0,8.0,0.9,0.5,0.9,0.5,0.9812807881773399,0.9993367803942007,0.0064923670457077455,0.02131322003190628
1.0,6.0,9.0,0.8,0.3,0.8,0.3,0.9793103448275862,0.9979325305667792,0.011776395587649025,0.034479623044908335
1.0,7.0,8.0,0.9,0.6,0.9,0.6,0.9763546798029558,0.9993411047222409,0.009782060303127263,0.025073543127895767
1.0,7.0,9.0,0.9,0.4,0.9,0.4,0.9793103448275864,0.9984181314356957,0.0140089790032811,0.033332187076335604
1.0,8.0,9.0,0.9,0.4,0.9,0.4,0.9881773399014779,0.9988723326382972,0.008649249071327072,0.022980632431243875
2.0,0.0,1.0,0.9,0.4,0.8,0.3,0.9862068965517242,0.9992884825044642,0.009440535582563307,0.02622318552230518
2.0,0.0,2.0,0.8,0.5,0.8,0.5,0.974384236453202,0.9993029882708566,0.01153760156160639,0.02804941173765905
2.0,0.0,3.0,0.7,0.5,0.7,0.5,0.9625615763546798,0.9985980507875705,0.01269077542388902,0.029383018371082693
2.0,0.0,4.0,0.9,0.8,0.8,0.7,0.975369458128079,0.9980430315129305,0.01702262171312809,0.037071034883289444
2.0,0.0,5.0,0.8,0.8,0.8,0.8,0.9635467980295567,0.9995769647667074,0.0087668912676289,0.023674159965335607
2.0,0.0,6.0,0.9,0.7,0.8,0.7,0.98128078817734,0.9996542912755157,0.006413645057694436,0.01899661233768431
2.0,0.0,7.0,0.8,0.4,0.8,0.4,0.9674876847290641,0.9933005340262587,0.03174622112751007,0.06354689012612456
2.0,0.0,8.0,0.9,0.4,0.8,0.4,0.9881773399014778,0.9976263137353517,0.019505979183274503,0.04312097987417112
2.0,0.0,9.0,0.9,0.4,0.8,0.4,0.9832512315270936,0.9963182540861766,0.021747080305542187,0.05171142304491043
2.0,1.0,2.0,0.9,0.5,0.8,0.5,0.9763546798029558,0.9986929568325087,0.01596145545822688,0.03717862632853478
2.0,1.0,3.0,0.8,0.5,0.7,0.5,0.9704433497536946,0.9988195856358285,0.011596953473129066,0.028219051400771796
2.0,1.0,4.0,1.0,0.5,0.9,0.4,0.9891625615763547,0.9967414340924685,0.022212461219734535,0.048271845465911595
2.0,1.0,5.0,0.8,0.3,0.8,0.3,0.9576354679802955,0.9993512918142319,0.008797997854396118,0.02706033998580098
2.0,1.0,6.0,0.8,0.3,0.8,0.3,0.9783251231527095,0.9995268853286428,0.007453643360526984,0.021640693378836062
2.0,1.0,7.0,0.9,0.7,0.9,0.7,0.9802955665024631,0.9926966415694628,0.034105679745326016,0.05817433069201728
2.0,1.0,8.0,1.0,0.6,0.9,0.6,0.994088669950739,0.9970626972486815,0.02261784878216585,0.042889678207099186
2.0,1.0,9.0,0.9,0.6,0.9,0.6,0.9940886699507391,0.9966522338658039,0.02183098017407997,0.04176308865659693
2.0,2.0,3.0,0.9,0.8,0.9,0.8,0.9852216748768473,0.9988990746941994,0.014241961084765931,0.03471940160587663
2.0,2.0,4.0,0.9,0.5,0.9,0.5,0.9832512315270936,0.9983615978772336,0.014105927154848907,0.031812384890600884
2.0,2.0,5.0,0.8,0.5,0.8,0.5,0.9596059113300494,0.9982966741896637,0.01882835248566383,0.04377083399799923
2.0,2.0,6.0,0.8,0.5,0.8,0.5,0.9704433497536946,0.9987524864628398,0.014791232157225878,0.03575898478625126
2.0,2.0,7.0,1.0,0.6,0.9,0.6,0.987192118226601,0.9953726661850814,0.0249753531401192,0.05268430656204654
2.0,2.0,8.0,0.9,0.6,0.9,0.6,0.98128078817734,0.9988878485514933,0.01198887824052912,0.02851772687095721
2.0,2.0,9.0,0.8,0.6,0.8,0.6,0.9704433497536946,0.9975756503790365,0.017116885288471034,0.040715666293238854
2.0,3.0,4.0,0.8,0.5,0.8,0.5,0.9852216748768474,0.9983801162107835,0.016540103808490792,0.03851173721838045
2.0,3.0,5.0,0.8,0.5,0.7,0.5,0.9635467980295567,0.9980724698071824,0.015146741981791185,0.04216270342068669
2.0,3.0,6.0,0.7,0.5,0.7,0.5,0.9586206896551724,0.9987900143869836,0.011677557953536423,0.03280217022138514
2.0,3.0,7.0,0.9,0.7,0.8,0.7,0.9822660098522168,0.9965593226504591,0.02559293479155034,0.04939154885916468
2.0,3.0,8.0,0.8,0.6,0.8,0.6,0.9635467980295567,0.9988451212608496,0.016309625657978874,0.03652688151351714
2.0,3.0,9.0,0.8,0.6,0.8,0.6,0.9753694581280787,0.9990590943508799,0.013122940353204722,0.02896941037728742
2.0,4.0,5.0,0.8,0.7,0.8,0.7,0.9704433497536946,0.9969295015898234,0.02294179603170523,0.04854171051125698
2.0,4.0,6.0,0.8,0.8,0.8,0.8,0.98128078817734,0.9978263442494281,0.018361954366203036,0.03842682035456734
2.0,4.0,7.0,0.9,0.5,0.8,0.4,0.9842364532019704,0.9977342286064718,0.01798093117663524,0.04179364358934001
2.0,4.0,8.0,1.0,0.4,1.0,0.4,0.9881773399014779,0.9992422039314067,0.00989212218663236,0.021739268829971445
2.0,4.0,9.0,0.9,0.4,0.9,0.4,0.9911330049261085,0.9981919423452753,0.014838696636965496,0.03160028263069862
2.0,5.0,6.0,0.9,0.7,0.8,0.7,0.9881773399014778,0.9995696591253707,0.008010232380028917,0.023006009360287773
2.0,5.0,7.0,0.8,0.4,0.8,0.4,0.9783251231527094,0.9914477444806485,0.03730126951699933,0.07540292171108073
2.0,5.0,8.0,0.8,0.4,0.8,0.4,0.9635467980295567,0.9963093482262626,0.02578430952935673,0.053966275775277905
2.0,5.0,9.0,0.9,0.5,0.8,0.4,0.9635467980295568,0.9952957462239981,0.0260808506648766,0.05946214906871169
2.0,6.0,7.0,0.8,0.4,0.8,0.4,0.9793103448275864,0.9931217032532877,0.0326454776306826,0.06424223911752817
2.0,6.0,8.0,0.8,0.4,0.8,0.4,0.987192118226601,0.9972701647950818,0.021223791629016907,0.042837062553851946
2.0,6.0,9.0,0.8,0.4,0.8,0.4,0.974384236453202,0.9964539446795965,0.02178335605763207,0.05155488280570158
2.0,7.0,8.0,0.9,0.8,0.8,0.8,0.9783251231527094,0.9985393247164546,0.014182308552761641,0.03616270747910582
2.0,7.0,9.0,0.8,0.8,0.8,0.8,0.9743842364532019,0.9988035195198872,0.014379513424812777,0.0362768282061647
2.0,8.0,9.0,0.9,0.9,0.9,0.9,0.9891625615763548,0.9993750221300477,0.00939632675948024,0.0214781492467283
3.0,0.0,1.0,0.9,0.7,0.9,0.7,0.9832512315270937,0.998664062047224,0.018502478382331235,0.04232147442660014
3.0,0.0,2.0,0.9,0.5,0.9,0.5,0.98128078817734,0.9996545077827138,0.007970883395763392,0.017776284578512453
3.0,0.0,3.0,0.9,0.6,0.8,0.5,0.9862068965517242,0.9993163467529883,0.010432024581297872,0.027736646141787887
3.0,0.0,4.0,0.8,0.2,0.7,0.2,0.9497536945812809,0.9989268959980224,0.014411428537556384,0.03766896176325237
3.0,0.0,5.0,0.8,0.8,0.7,0.7,0.9635467980295568,0.99980110466801,0.0066484347395565245,0.01965116438546794
3.0,0.0,6.0,0.8,0.5,0.8,0.5,0.9812807881773401,0.9996346308623268,0.007761284193588972,0.02104029080064331
3.0,0.0,7.0,0.9,0.5,0.9,0.5,0.98128078817734,0.9992472593227038,0.011038216963035195,0.03199419991267924
3.0,0.0,8.0,0.8,0.6,0.8,0.6,0.9596059113300492,0.9995482606405259,0.008740026723415876,0.027836854539038596
3.0,0.0,9.0,0.8,0.3,0.7,0.3,0.961576354679803,0.9986857173888191,0.016424783390817446,0.044052115901725655
3.0,1.0,2.0,0.8,0.7,0.8,0.7,0.9714285714285715,0.9991400523593092,0.0143583535538372,0.035249061872200234
3.0,1.0,3.0,0.9,0.5,0.8,0.4,0.9753694581280788,0.9981636862707831,0.020105266186976292,0.04860194279424497
3.0,1.0,4.0,0.7,0.3,0.7,0.3,0.9566502463054188,0.9968525667402386,0.028253405867625484,0.06260963755224881
3.0,1.0,5.0,0.9,0.6,0.7,0.5,0.9724137931034484,0.9988422518433948,0.015524892111428244,0.044336244832279485
3.0,1.0,6.0,0.9,0.7,0.8,0.7,0.9852216748768473,0.9991113707049909,0.015455920511081208,0.036753541796771906
3.0,1.0,7.0,0.8,0.3,0.8,0.3,0.9586206896551724,0.9979649798094776,0.021950920334393463,0.054142796298359934
3.0,1.0,8.0,0.7,0.4,0.7,0.4,0.9596059113300494,0.9990107472319933,0.015492855372056018,0.04350013053179493
3.0,1.0,9.0,0.9,0.5,0.8,0.5,0.9694581280788179,0.9990462373829718,0.012413178189274435,0.03361186479832432
3.0,2.0,3.0,0.8,0.4,0.8,0.4,0.9694581280788179,0.9995019572402494,0.009169971299953698,0.02755012581405079
3.0,2.0,4.0,0.9,0.3,0.8,0.3,0.9704433497536946,0.9990574868849978,0.015138662119642701,0.03477352634654309
3.0,2.0,5.0,0.7,0.5,0.7,0.5,0.9477832512315272,0.9997140692255992,0.006687653465672796,0.01913398626224379
3.0,2.0,6.0,0.7,0.7,0.7,0.7,0.9566502463054188,0.9998186253766657,0.005522976944787565,0.018043673668904803
3.0,2.0,7.0,0.8,0.4,0.8,0.4,0.9674876847290642,0.9994515674969116,0.01025558717088033,0.031174047076509136
3.0,2.0,8.0,0.9,0.5,0.9,0.5,0.9773399014778325,0.9995881567015342,0.00805245122197893,0.025323283804568865
3.0,2.0,9.0,0.7,0.5,0.7,0.5,0.9517241379310345,0.99934554130887,0.01124390010838593,0.03350810114693129
3.0,3.0,4.0,0.8,0.4,0.7,0.4,0.9605911330049262,0.9994524752626304,0.011380648434117582,0.034037715652821765
3.0,3.0,5.0,0.9,0.6,0.8,0.6,0.9724137931034484,0.9994263528356437,0.009943580395656132,0.026608099346317735
3.0,3.0,6.0,0.9,0.3,0.7,0.3,0.9881773399014779,0.9994106812035342,0.00969147875990474,0.026839868164224623
3.0,3.0,7.0,0.9,0.8,0.8,0.8,0.9901477832512315,0.9996871221145952,0.007305267845728953,0.021293221796932812
3.0,3.0,8.0,0.8,0.5,0.8,0.5,0.9665024630541871,0.9991751662023656,0.011515110727153206,0.028185316362463717
3.0,3.0,9.0,0.9,0.5,0.9,0.5,0.9704433497536945,0.9993888782904251,0.012311559620797788,0.03329954764794297
3.0,4.0,5.0,0.8,0.3,0.8,0.3,0.9635467980295568,0.9990112394772744,0.015706125091217108,0.037639938954685634
3.0,4.0,6.0,0.7,0.3,0.7,0.3,0.9517241379310346,0.9990208905816067,0.014567936748282436,0.03505223921410788
3.0,4.0,7.0,0.9,0.4,0.8,0.4,0.9724137931034484,0.9995299669713632,0.009851638102185143,0.0309616750913251
3.0,4.0,8.0,0.9,0.2,0.8,0.2,0.9724137931034482,0.9983858229570084,0.01802191921001183,0.044552600639998614
3.0,4.0,9.0,0.7,0.5,0.7,0.5,0.9655172413793105,0.9985412825617085,0.02061573784719923,0.04692354204142157
3.0,5.0,6.0,0.9,0.6,0.8,0.6,0.9871921182266009,0.9997394905285422,0.00669266937842124,0.02186779596991532
3.0,5.0,7.0,0.9,0.5,0.8,0.5,0.9714285714285715,0.999323114751474,0.01142342954910825,0.03652322196571321
3.0,5.0,8.0,0.7,0.6,0.7,0.6,0.9408866995073892,0.9996354981133005,0.007651058264883035,0.023021045918120868
3.0,5.0,9.0,0.9,0.3,0.8,0.3,0.9842364532019705,0.9991690247612803,0.012148023497714874,0.034041409568887834
3.0,6.0,7.0,0.8,0.4,0.8,0.4,0.9753694581280788,0.999600613469794,0.00845676392040118,0.0213593173274704
3.0,6.0,8.0,0.8,0.5,0.8,0.5,0.9527093596059114,0.9996059307045762,0.007892424535261174,0.025034020818503956
3.0,6.0,9.0,1.0,0.6,0.7,0.5,0.9862068965517241,0.999174551544332,0.01305249321261322,0.03905674130194649
3.0,7.0,8.0,0.8,0.5,0.8,0.5,0.9625615763546798,0.9990012222574906,0.013067669999062729,0.03590329387392779
3.0,7.0,9.0,0.8,0.6,0.7,0.5,0.9684729064039408,0.9989450028389121,0.01590289362022178,0.045315844673370555
3.0,8.0,9.0,0.8,0.2,0.7,0.2,0.9625615763546799,0.9989316833138007,0.014090246575826137,0.04297767814405102
4.0,0.0,1.0,0.9,0.6,0.8,0.6,0.9753694581280788,0.9988051720393044,0.010439942566476738,0.03159384456019449
4.0,0.0,2.0,0.9,0.5,0.8,0.5,0.9763546798029558,0.9985166060034418,0.011625101433503331,0.0335441300320921
4.0,0.0,3.0,0.9,0.3,0.8,0.3,0.9822660098522169,0.9982131666562029,0.012804165478257735,0.03113120560446704
4.0,0.0,4.0,0.9,0.5,0.9,0.5,0.9931034482758622,0.9993703174833946,0.008212127353287394,0.025361871370569916
4.0,0.0,5.0,1.0,1.0,0.8,0.8,0.9931034482758619,0.9990066811974075,0.009461707560554516,0.02571815282828892
4.0,0.0,6.0,0.9,0.5,0.9,0.5,0.9911330049261085,0.9986177641269982,0.011526813673298024,0.0321708465955759
4.0,0.0,7.0,0.8,0.5,0.8,0.5,0.9753694581280788,0.9989786987824192,0.009758496321612272,0.0295107831613804
4.0,0.0,8.0,0.8,0.8,0.8,0.8,0.9724137931034482,0.9990558750578028,0.009292988811569489,0.031355116662458805
4.0,0.0,9.0,0.8,0.6,0.8,0.6,0.9724137931034483,0.999050909655745,0.00928930117171044,0.028266932303323115
4.0,1.0,2.0,1.0,0.8,0.9,0.8,0.9891625615763546,0.9991221605173826,0.00883193605201033,0.025839775139387962
4.0,1.0,3.0,0.8,0.5,0.8,0.5,0.9665024630541872,0.998837107241542,0.010174592827235783,0.029778067988744123
4.0,1.0,4.0,0.8,0.7,0.8,0.7,0.9635467980295566,0.999261616582336,0.008301687617513362,0.026480118572296766
4.0,1.0,5.0,0.9,0.6,0.9,0.6,0.9832512315270936,0.9989037818372007,0.010014961718836018,0.03188141148931559
4.0,1.0,6.0,0.8,0.7,0.8,0.7,0.9576354679802955,0.9983689246574163,0.012809721355226974,0.037482919529846594
4.0,1.0,7.0,0.8,0.7,0.8,0.7,0.9802955665024631,0.9993112660063969,0.007835616844417102,0.022747593134788698
4.0,1.0,8.0,0.9,0.7,0.9,0.7,0.9921182266009853,0.9985747826968953,0.011567969421862837,0.03136884199412043
4.0,1.0,9.0,0.8,0.8,0.8,0.8,0.9773399014778326,0.9992809558246889,0.00831364112799723,0.025361321627699735
4.0,2.0,3.0,0.8,0.5,0.8,0.5,0.974384236453202,0.999362748275653,0.007532719257466828,0.02222151760198528
4.0,2.0,4.0,0.8,0.8,0.8,0.8,0.9753694581280788,0.9985180188665589,0.011567033786177601,0.035520221173362364
4.0,2.0,5.0,0.9,0.5,0.9,0.5,0.987192118226601,0.9991199664269167,0.009017619400551445,0.02671349733219766
4.0,2.0,6.0,0.8,0.8,0.8,0.8,0.960591133004926,0.997344715835053,0.016057571472725837,0.04925231506347498
4.0,2.0,7.0,0.8,0.7,0.8,0.7,0.9733990147783252,0.9989419900973061,0.009691777263234417,0.02862960044094223
4.0,2.0,8.0,0.9,0.5,0.8,0.5,0.9862068965517242,0.9979845500073192,0.013690601916486116,0.040646133403585014
4.0,2.0,9.0,0.8,0.7,0.8,0.7,0.9655172413793105,0.9990514667221216,0.009501014337412206,0.029970609249351663
4.0,3.0,4.0,0.9,0.6,0.8,0.5,0.9862068965517242,0.9980808325229744,0.013040826559517554,0.035761470644502004
4.0,3.0,5.0,0.9,0.3,0.9,0.3,0.98128078817734,0.9993670346279415,0.007823040184054894,0.023817442537559245
4.0,3.0,6.0,0.9,0.6,0.8,0.5,0.9852216748768472,0.996883650979646,0.01743179820816381,0.05074816309621458
4.0,3.0,7.0,0.9,0.7,0.9,0.7,0.9802955665024632,0.9986045937914869,0.01110413039470168,0.03135571102718389
4.0,3.0,8.0,0.9,0.3,0.9,0.3,0.9802955665024632,0.9981247776123878,0.013324752959033419,0.03816049994950981
4.0,3.0,9.0,0.9,0.5,0.9,0.5,0.9832512315270937,0.9987125177853227,0.011102115783749486,0.03308892570341461
4.0,4.0,5.0,0.9,0.5,0.8,0.5,0.9822660098522168,0.998413675045087,0.012351188175980486,0.039035538922566455
4.0,4.0,6.0,1.0,1.0,1.0,1.0,0.9950738916256158,0.99897034685077,0.011338678813924353,0.03199401625092133
4.0,4.0,7.0,0.9,0.7,0.9,0.7,0.9783251231527095,0.9995983364632406,0.0060992598495692085,0.020743297291275425
4.0,4.0,8.0,0.8,0.5,0.8,0.5,0.9655172413793104,0.9985102367371201,0.012315693252964154,0.03410613095362543
